ID;Semester;HZBNote;Art
1117;4014;2;allgemeine Hochschulreife
1524;4014;3;allgemeine Hochschulreife
161;4014;2;allgemeine Hochschulreife
2276;4014;2;allgemeine Hochschulreife
1005;4014;2;allgemeine Hochschulreife
602;4014;1;allgemeine Hochschulreife
1903;4014;2;allgemeine Hochschulreife
1831;4014;2;allgemeine Hochschulreife
314;4013;3;allgemeine Hochschulreife
2275;4013;4;allgemeine Hochschulreife
585;4013;2;allgemeine Hochschulreife
2654;4013;2;allgemeine Hochschulreife
1758;4014;;Studiengenehmigung (ohne Hochschulreife)
651;4014;2;allgemeine Hochschulreife
475;4014;3;allgemeine Hochschulreife
677;4014;2;allgemeine Hochschulreife
1491;4014;3;allgemeine Hochschulreife
1998;4014;3;allgemeine Hochschulreife
688;4014;2;allgemeine Hochschulreife
2086;4014;2;allgemeine Hochschulreife
2524;4014;2;allgemeine Hochschulreife
1552;4014;3;allgemeine Hochschulreife
68;4014;2;allgemeine Hochschulreife
1488;4014;3;allgemeine Hochschulreife
1519;4016;3;allgemeine Hochschulreife
552;4016;;allgemeine Hochschulreife
2621;4016;3;allgemeine Hochschulreife
342;4016;3;allgemeine Hochschulreife
2266;4016;4;allgemeine Hochschulreife
1049;4016;3;allgemeine Hochschulreife
146;4016;3;allgemeine Hochschulreife
23;4016;3;allgemeine Hochschulreife
450;4016;3;allgemeine Hochschulreife
2527;4016;4;allgemeine Hochschulreife
1833;4016;3;allgemeine Hochschulreife
2394;4018;3;allgemeine Hochschulreife
1776;4016;3;allgemeine Hochschulreife
1878;4016;;Studiengenehmigung (ohne Hochschulreife)
1656;4033;1;allgemeine Hochschulreife
2687;4033;2;allgemeine Hochschulreife
1555;4033;2;allgemeine Hochschulreife
1183;4033;2;allgemeine Hochschulreife
1037;4033;2;allgemeine Hochschulreife
1462;4031;3;allgemeine Hochschulreife
1806;4031;3;allgemeine Hochschulreife
2324;4031;3;allgemeine Hochschulreife
1560;4031;3;allgemeine Hochschulreife
2346;4031;1;allgemeine Hochschulreife
2377;4014;3;allgemeine Hochschulreife
150;4011;2;allgemeine Hochschulreife
167;4011;;Fachhochschulreife
415;4011;3;allgemeine Hochschulreife
1575;4021;4;allgemeine Hochschulreife
413;4011;2;allgemeine Hochschulreife
1212;4011;3;allgemeine Hochschulreife
2173;4011;2;allgemeine Hochschulreife
479;4035;3;allgemeine Hochschulreife
1148;4019;2;allgemeine Hochschulreife
2240;4016;3;allgemeine Hochschulreife
1604;4016;3;allgemeine Hochschulreife
1779;4016;3;allgemeine Hochschulreife
540;4016;3;allgemeine Hochschulreife
750;4016;3;allgemeine Hochschulreife
1267;4016;3;allgemeine Hochschulreife
1423;4016;3;allgemeine Hochschulreife
1021;4016;3;allgemeine Hochschulreife
369;4016;3;allgemeine Hochschulreife
584;4016;4;allgemeine Hochschulreife
2547;4016;3;allgemeine Hochschulreife
1704;4016;3;allgemeine Hochschulreife
1504;4016;3;allgemeine Hochschulreife
542;4016;3;allgemeine Hochschulreife
1324;4016;3;allgemeine Hochschulreife
1264;4016;3;allgemeine Hochschulreife
2658;4016;3;allgemeine Hochschulreife
1946;4016;4;allgemeine Hochschulreife
1242;4016;3;allgemeine Hochschulreife
741;4016;;Fachhochschulreife
43;4026;3;allgemeine Hochschulreife
100;4017;3;allgemeine Hochschulreife
838;4017;3;allgemeine Hochschulreife
569;4017;2;allgemeine Hochschulreife
160;4018;3;allgemeine Hochschulreife
1404;4018;3;allgemeine Hochschulreife
1277;4018;3;allgemeine Hochschulreife
2664;4018;3;allgemeine Hochschulreife
448;4018;3;allgemeine Hochschulreife
117;4019;3;allgemeine Hochschulreife
1794;4019;2;allgemeine Hochschulreife
230;4019;3;allgemeine Hochschulreife
1294;4016;3;allgemeine Hochschulreife
2563;4016;4;allgemeine Hochschulreife
2584;4017;;allgemeine Hochschulreife
904;4019;2;allgemeine Hochschulreife
282;4017;3;allgemeine Hochschulreife
1189;4017;3;allgemeine Hochschulreife
830;4017;3;allgemeine Hochschulreife
211;4017;3;allgemeine Hochschulreife
2649;4017;3;allgemeine Hochschulreife
2685;4017;2;allgemeine Hochschulreife
2638;4018;3;allgemeine Hochschulreife
845;4019;2;allgemeine Hochschulreife
805;4020;2;allgemeine Hochschulreife
709;4019;3;allgemeine Hochschulreife
2648;4019;2;allgemeine Hochschulreife
210;4019;3;allgemeine Hochschulreife
266;4026;3;allgemeine Hochschulreife
1177;4020;2;allgemeine Hochschulreife
2537;4020;3;allgemeine Hochschulreife
1170;4020;2;allgemeine Hochschulreife
901;4020;3;allgemeine Hochschulreife
823;4020;3;allgemeine Hochschulreife
739;4020;2;allgemeine Hochschulreife
583;4020;3;allgemeine Hochschulreife
392;4013;2;allgemeine Hochschulreife
1767;4013;2;allgemeine Hochschulreife
558;4013;3;allgemeine Hochschulreife
1661;4014;3;allgemeine Hochschulreife
703;4013;2;allgemeine Hochschulreife
2336;4013;2;allgemeine Hochschulreife
764;4013;4;allgemeine Hochschulreife
1279;4013;2;allgemeine Hochschulreife
358;4013;2;allgemeine Hochschulreife
1667;4013;2;allgemeine Hochschulreife
2489;4013;2;allgemeine Hochschulreife
1563;4013;3;allgemeine Hochschulreife
1707;4013;2;allgemeine Hochschulreife
1215;4013;2;allgemeine Hochschulreife
451;4013;2;allgemeine Hochschulreife
1894;4013;3;allgemeine Hochschulreife
1146;4013;2;allgemeine Hochschulreife
2054;4013;2;allgemeine Hochschulreife
2008;4017;3;allgemeine Hochschulreife
1941;4017;3;allgemeine Hochschulreife
85;4017;2;allgemeine Hochschulreife
833;4017;3;allgemeine Hochschulreife
1253;4017;2;allgemeine Hochschulreife
1828;4017;3;allgemeine Hochschulreife
213;4017;3;allgemeine Hochschulreife
45;4017;3;allgemeine Hochschulreife
179;4017;3;allgemeine Hochschulreife
1554;4017;3;allgemeine Hochschulreife
1041;4017;3;allgemeine Hochschulreife
1252;4018;3;allgemeine Hochschulreife
733;4018;3;allgemeine Hochschulreife
2533;4018;3;allgemeine Hochschulreife
1724;4018;;Fachhochschulreife
985;4018;3;allgemeine Hochschulreife
743;4018;3;allgemeine Hochschulreife
480;4018;2;allgemeine Hochschulreife
2730;4018;3;allgemeine Hochschulreife
1130;4018;2;allgemeine Hochschulreife
2265;4018;3;allgemeine Hochschulreife
1299;4018;3;allgemeine Hochschulreife
1379;4019;2;allgemeine Hochschulreife
1225;4019;3;allgemeine Hochschulreife
2238;4019;1;allgemeine Hochschulreife
1145;4019;3;allgemeine Hochschulreife
768;4019;2;allgemeine Hochschulreife
1633;4019;2;allgemeine Hochschulreife
1468;4019;2;allgemeine Hochschulreife
220;4019;2;allgemeine Hochschulreife
1816;4019;2;allgemeine Hochschulreife
645;4019;3;allgemeine Hochschulreife
1323;4019;2;allgemeine Hochschulreife
506;4021;2;allgemeine Hochschulreife
766;4020;2;allgemeine Hochschulreife
2663;4020;2;allgemeine Hochschulreife
411;4020;3;allgemeine Hochschulreife
324;4020;2;allgemeine Hochschulreife
508;4021;3;allgemeine Hochschulreife
1918;4020;3;allgemeine Hochschulreife
804;4021;2;allgemeine Hochschulreife
2350;4021;2;allgemeine Hochschulreife
400;4021;2;allgemeine Hochschulreife
2602;4021;2;allgemeine Hochschulreife
2139;4021;3;allgemeine Hochschulreife
126;4028;3;allgemeine Hochschulreife
2488;4021;2;allgemeine Hochschulreife
913;4022;3;allgemeine Hochschulreife
2035;4022;3;allgemeine Hochschulreife
1951;4020;2;allgemeine Hochschulreife
796;4020;2;allgemeine Hochschulreife
2084;4020;2;allgemeine Hochschulreife
2291;4020;2;allgemeine Hochschulreife
587;4021;2;allgemeine Hochschulreife
1603;4021;3;allgemeine Hochschulreife
2618;4021;2;allgemeine Hochschulreife
143;4021;2;allgemeine Hochschulreife
1568;4021;3;allgemeine Hochschulreife
1516;4021;3;allgemeine Hochschulreife
2082;4021;3;allgemeine Hochschulreife
1129;4026;3;allgemeine Hochschulreife
341;4024;2;allgemeine Hochschulreife
423;4023;3;allgemeine Hochschulreife
1534;4023;4;allgemeine Hochschulreife
1066;4023;2;allgemeine Hochschulreife
2150;4023;3;allgemeine Hochschulreife
2218;4023;3;allgemeine Hochschulreife
1439;4023;4;allgemeine Hochschulreife
1305;4023;3;allgemeine Hochschulreife
2222;4023;3;allgemeine Hochschulreife
110;4023;3;allgemeine Hochschulreife
568;4023;3;allgemeine Hochschulreife
2438;4023;3;allgemeine Hochschulreife
476;4023;3;allgemeine Hochschulreife
2093;4023;2;allgemeine Hochschulreife
2154;4014;;allgemeine Hochschulreife
51;4014;3;allgemeine Hochschulreife
2143;4014;3;allgemeine Hochschulreife
1668;4014;2;allgemeine Hochschulreife
691;4016;3;allgemeine Hochschulreife
1879;4014;3;allgemeine Hochschulreife
561;4014;3;allgemeine Hochschulreife
1108;4014;3;allgemeine Hochschulreife
763;4014;3;allgemeine Hochschulreife
1802;4014;3;allgemeine Hochschulreife
2195;4014;3;allgemeine Hochschulreife
321;4014;2;allgemeine Hochschulreife
406;4014;2;allgemeine Hochschulreife
2536;4014;2;allgemeine Hochschulreife
613;4015;2;allgemeine Hochschulreife
444;4016;3;allgemeine Hochschulreife
149;4016;3;allgemeine Hochschulreife
53;4016;3;allgemeine Hochschulreife
1805;4016;3;allgemeine Hochschulreife
157;4016;3;allgemeine Hochschulreife
2539;4016;3;allgemeine Hochschulreife
2415;4016;3;allgemeine Hochschulreife
2700;4016;3;allgemeine Hochschulreife
1123;4016;3;allgemeine Hochschulreife
27;4016;3;allgemeine Hochschulreife
2518;4016;2;allgemeine Hochschulreife
1169;4016;2;allgemeine Hochschulreife
2565;4016;3;allgemeine Hochschulreife
1143;4016;3;allgemeine Hochschulreife
2734;4016;3;allgemeine Hochschulreife
1709;4017;2;allgemeine Hochschulreife
2727;4017;2;allgemeine Hochschulreife
1201;4017;3;allgemeine Hochschulreife
2471;4017;3;allgemeine Hochschulreife
1389;4017;2;allgemeine Hochschulreife
1720;4017;3;allgemeine Hochschulreife
887;4017;3;allgemeine Hochschulreife
1698;4018;3;allgemeine Hochschulreife
1213;4018;2;allgemeine Hochschulreife
2714;4023;3;allgemeine Hochschulreife
1481;4023;3;allgemeine Hochschulreife
1771;4023;2;allgemeine Hochschulreife
2550;4023;2;allgemeine Hochschulreife
965;4023;2;allgemeine Hochschulreife
162;4024;4;allgemeine Hochschulreife
803;4024;2;allgemeine Hochschulreife
2535;4024;3;allgemeine Hochschulreife
952;4024;3;allgemeine Hochschulreife
2247;4024;3;allgemeine Hochschulreife
1500;4024;3;allgemeine Hochschulreife
130;4024;2;allgemeine Hochschulreife
747;4025;3;allgemeine Hochschulreife
2022;4024;3;allgemeine Hochschulreife
17;4027;2;allgemeine Hochschulreife
1285;4027;3;allgemeine Hochschulreife
1209;4027;2;allgemeine Hochschulreife
253;4027;3;allgemeine Hochschulreife
2029;4027;2;allgemeine Hochschulreife
1300;4027;3;allgemeine Hochschulreife
2632;4018;3;allgemeine Hochschulreife
176;4020;4;allgemeine Hochschulreife
2248;4019;3;allgemeine Hochschulreife
420;4020;2;allgemeine Hochschulreife
2534;4020;2;allgemeine Hochschulreife
2684;4020;3;allgemeine Hochschulreife
238;4023;3;allgemeine Hochschulreife
678;4021;3;allgemeine Hochschulreife
2193;4020;2;allgemeine Hochschulreife
1022;4020;4;allgemeine Hochschulreife
2736;4020;3;allgemeine Hochschulreife
1959;4020;3;allgemeine Hochschulreife
915;4020;2;allgemeine Hochschulreife
1094;4020;3;allgemeine Hochschulreife
1578;4020;3;allgemeine Hochschulreife
2187;4020;3;allgemeine Hochschulreife
1557;4021;2;allgemeine Hochschulreife
1110;4021;3;allgemeine Hochschulreife
1669;4021;2;allgemeine Hochschulreife
1664;4021;2;allgemeine Hochschulreife
1486;4021;1;allgemeine Hochschulreife
293;4026;2;allgemeine Hochschulreife
1000;4024;3;allgemeine Hochschulreife
746;4024;3;allgemeine Hochschulreife
2297;4024;3;allgemeine Hochschulreife
563;4024;3;allgemeine Hochschulreife
2512;4024;3;allgemeine Hochschulreife
1258;4024;2;allgemeine Hochschulreife
295;4026;3;allgemeine Hochschulreife
994;4025;2;allgemeine Hochschulreife
700;4027;2;allgemeine Hochschulreife
2279;4027;3;allgemeine Hochschulreife
1193;4027;3;allgemeine Hochschulreife
717;4027;2;allgemeine Hochschulreife
2322;4024;2;allgemeine Hochschulreife
217;4027;1;allgemeine Hochschulreife
202;4027;2;allgemeine Hochschulreife
2404;4024;3;allgemeine Hochschulreife
993;4027;2;allgemeine Hochschulreife
1085;4027;2;allgemeine Hochschulreife
557;4027;2;allgemeine Hochschulreife
1082;4027;2;allgemeine Hochschulreife
1048;4027;3;allgemeine Hochschulreife
2513;4027;2;allgemeine Hochschulreife
1178;4030;3;allgemeine Hochschulreife
606;4024;2;allgemeine Hochschulreife
2551;4024;3;allgemeine Hochschulreife
1266;4024;3;allgemeine Hochschulreife
669;4024;2;allgemeine Hochschulreife
573;4027;3;allgemeine Hochschulreife
2272;4027;2;allgemeine Hochschulreife
816;4027;2;allgemeine Hochschulreife
1229;4027;;Studiengenehmigung (ohne Hochschulreife)
1270;4027;2;allgemeine Hochschulreife
2509;4027;2;allgemeine Hochschulreife
1238;4027;2;allgemeine Hochschulreife
1793;4027;3;allgemeine Hochschulreife
1454;4029;2;allgemeine Hochschulreife
120;4028;3;allgemeine Hochschulreife
1683;4028;3;allgemeine Hochschulreife
580;4028;2;allgemeine Hochschulreife
1896;4028;2;allgemeine Hochschulreife
973;4028;;allgemeine Hochschulreife
1173;4030;3;allgemeine Hochschulreife
364;4029;2;allgemeine Hochschulreife
340;4029;2;allgemeine Hochschulreife
1643;4029;2;allgemeine Hochschulreife
1222;4029;3;allgemeine Hochschulreife
166;4027;2;allgemeine Hochschulreife
1817;4027;2;allgemeine Hochschulreife
2166;4028;3;allgemeine Hochschulreife
1862;4030;3;allgemeine Hochschulreife
2321;4029;3;allgemeine Hochschulreife
1280;4029;1;allgemeine Hochschulreife
2314;4029;3;allgemeine Hochschulreife
991;4029;3;allgemeine Hochschulreife
637;4029;2;allgemeine Hochschulreife
2091;4029;2;allgemeine Hochschulreife
391;4030;3;allgemeine Hochschulreife
2328;4030;2;allgemeine Hochschulreife
248;4030;4;allgemeine Hochschulreife
2635;4030;4;allgemeine Hochschulreife
1084;4030;2;allgemeine Hochschulreife
1818;4030;3;allgemeine Hochschulreife
1566;4030;3;allgemeine Hochschulreife
1545;4030;2;allgemeine Hochschulreife
2630;4030;3;allgemeine Hochschulreife
2531;4030;2;allgemeine Hochschulreife
2108;4031;4;allgemeine Hochschulreife
996;4031;3;allgemeine Hochschulreife
2705;4031;3;allgemeine Hochschulreife
2401;4023;2;allgemeine Hochschulreife
1190;4023;2;allgemeine Hochschulreife
319;4026;2;allgemeine Hochschulreife
2465;4023;2;allgemeine Hochschulreife
2126;4023;2;allgemeine Hochschulreife
1172;4023;2;allgemeine Hochschulreife
1781;4023;2;allgemeine Hochschulreife
1208;4023;2;allgemeine Hochschulreife
2466;4023;2;allgemeine Hochschulreife
2510;4024;4;allgemeine Hochschulreife
1541;4025;3;allgemeine Hochschulreife
982;4024;2;allgemeine Hochschulreife
1368;4024;3;allgemeine Hochschulreife
560;4024;2;allgemeine Hochschulreife
2692;4025;2;allgemeine Hochschulreife
753;4025;3;allgemeine Hochschulreife
106;4025;2;allgemeine Hochschulreife
1024;4029;2;allgemeine Hochschulreife
1226;4029;3;allgemeine Hochschulreife
332;4029;3;allgemeine Hochschulreife
355;4030;3;allgemeine Hochschulreife
898;4030;3;allgemeine Hochschulreife
909;4031;2;allgemeine Hochschulreife
966;4031;2;allgemeine Hochschulreife
761;4031;2;allgemeine Hochschulreife
2135;4034;2;allgemeine Hochschulreife
616;4034;3;allgemeine Hochschulreife
1071;4034;3;allgemeine Hochschulreife
715;4034;3;allgemeine Hochschulreife
818;4031;2;allgemeine Hochschulreife
2508;4031;3;allgemeine Hochschulreife
1558;4031;2;allgemeine Hochschulreife
483;4031;2;allgemeine Hochschulreife
2362;4031;3;allgemeine Hochschulreife
1070;4034;2;allgemeine Hochschulreife
2224;4035;3;allgemeine Hochschulreife
487;4034;2;allgemeine Hochschulreife
19;4034;3;Studiengenehmigung (ohne Hochschulreife)
247;4036;3;allgemeine Hochschulreife
916;4031;3;allgemeine Hochschulreife
1637;4031;3;allgemeine Hochschulreife
907;4031;3;Fachhochschulreife
2118;4031;3;allgemeine Hochschulreife
960;4032;3;allgemeine Hochschulreife
1349;4032;2;allgemeine Hochschulreife
662;4032;4;allgemeine Hochschulreife
2689;4032;4;allgemeine Hochschulreife
1288;4032;3;allgemeine Hochschulreife
706;4032;3;allgemeine Hochschulreife
922;4027;3;allgemeine Hochschulreife
969;4027;4;allgemeine Hochschulreife
1949;4027;3;allgemeine Hochschulreife
855;4027;2;allgemeine Hochschulreife
1205;4027;3;allgemeine Hochschulreife
548;4027;3;allgemeine Hochschulreife
183;4024;3;allgemeine Hochschulreife
129;4024;2;allgemeine Hochschulreife
1080;4027;3;allgemeine Hochschulreife
2045;4028;3;allgemeine Hochschulreife
396;4028;3;allgemeine Hochschulreife
1539;4028;3;allgemeine Hochschulreife
445;4028;2;allgemeine Hochschulreife
2698;4028;3;allgemeine Hochschulreife
236;4028;3;allgemeine Hochschulreife
182;4029;4;allgemeine Hochschulreife
2211;4029;2;allgemeine Hochschulreife
714;4031;3;allgemeine Hochschulreife
2165;4031;3;allgemeine Hochschulreife
2078;4032;3;allgemeine Hochschulreife
2715;4032;3;allgemeine Hochschulreife
2588;4032;3;allgemeine Hochschulreife
1576;4032;2;allgemeine Hochschulreife
1307;4032;3;allgemeine Hochschulreife
903;4032;3;allgemeine Hochschulreife
2412;4032;2;allgemeine Hochschulreife
1550;4033;2;allgemeine Hochschulreife
1388;4033;4;allgemeine Hochschulreife
2280;4036;1;allgemeine Hochschulreife
361;4036;3;allgemeine Hochschulreife
1445;4036;3;allgemeine Hochschulreife
671;4036;4;allgemeine Hochschulreife
2010;4036;2;allgemeine Hochschulreife
55;4036;1;allgemeine Hochschulreife
1530;4036;3;allgemeine Hochschulreife
1854;4036;3;allgemeine Hochschulreife
351;4036;3;allgemeine Hochschulreife
98;4036;2;allgemeine Hochschulreife
493;4036;3;allgemeine Hochschulreife
2104;4036;3;allgemeine Hochschulreife
2406;4035;2;allgemeine Hochschulreife
2672;4035;2;allgemeine Hochschulreife
2065;4035;2;allgemeine Hochschulreife
2114;4036;1;allgemeine Hochschulreife
1485;4036;3;allgemeine Hochschulreife
1124;4036;1;Studiengenehmigung (ohne Hochschulreife)
1611;4036;3;allgemeine Hochschulreife
1931;4036;3;allgemeine Hochschulreife
1916;4036;2;allgemeine Hochschulreife
1456;4036;3;allgemeine Hochschulreife
188;4035;2;allgemeine Hochschulreife
2304;4035;2;allgemeine Hochschulreife
1531;4035;3;allgemeine Hochschulreife
2027;4035;3;allgemeine Hochschulreife
1523;4035;1;allgemeine Hochschulreife
2242;4035;2;allgemeine Hochschulreife
1827;4035;2;allgemeine Hochschulreife
626;4033;3;allgemeine Hochschulreife
2667;4033;3;allgemeine Hochschulreife
1680;4033;2;allgemeine Hochschulreife
90;4029;2;allgemeine Hochschulreife
787;4029;2;allgemeine Hochschulreife
490;4029;2;allgemeine Hochschulreife
1211;4030;4;allgemeine Hochschulreife
553;4030;2;allgemeine Hochschulreife
1891;4030;2;allgemeine Hochschulreife
1493;4030;3;allgemeine Hochschulreife
239;4031;3;allgemeine Hochschulreife
1624;4031;3;allgemeine Hochschulreife
992;4031;3;allgemeine Hochschulreife
316;4033;2;allgemeine Hochschulreife
407;4034;1;allgemeine Hochschulreife
407;4035;1;allgemeine Hochschulreife
1043;4034;3;allgemeine Hochschulreife
317;4034;3;allgemeine Hochschulreife
1093;4034;3;allgemeine Hochschulreife
829;4034;2;allgemeine Hochschulreife
727;4034;3;allgemeine Hochschulreife
2270;4034;3;allgemeine Hochschulreife
281;4035;3;allgemeine Hochschulreife
1254;4035;2;allgemeine Hochschulreife
1133;4035;2;allgemeine Hochschulreife
702;4035;3;allgemeine Hochschulreife
1018;4035;1;Studiengenehmigung (ohne Hochschulreife)
541;4035;2;allgemeine Hochschulreife
2102;4035;2;allgemeine Hochschulreife
1269;4033;2;Fachhochschulreife
870;4033;2;allgemeine Hochschulreife
2520;4035;2;allgemeine Hochschulreife
1467;4033;2;allgemeine Hochschulreife
328;4033;3;allgemeine Hochschulreife
545;4031;3;allgemeine Hochschulreife
2388;4031;3;allgemeine Hochschulreife
2374;4031;3;allgemeine Hochschulreife
876;4031;3;allgemeine Hochschulreife
2092;4031;3;allgemeine Hochschulreife
1191;4031;3;allgemeine Hochschulreife
1908;4031;3;allgemeine Hochschulreife
484;4031;3;allgemeine Hochschulreife
327;4011;3;allgemeine Hochschulreife
781;4011;4;allgemeine Hochschulreife
822;4016;3;allgemeine Hochschulreife
1112;4035;2;allgemeine Hochschulreife
2023;4035;3;allgemeine Hochschulreife
42;4031;3;allgemeine Hochschulreife
2429;4032;2;allgemeine Hochschulreife
417;4032;4;allgemeine Hochschulreife
955;4032;2;allgemeine Hochschulreife
436;4033;2;Fachhochschulreife
242;4032;2;allgemeine Hochschulreife
2241;4032;3;allgemeine Hochschulreife
2561;4032;3;allgemeine Hochschulreife
2070;4033;2;allgemeine Hochschulreife
1160;4033;2;allgemeine Hochschulreife
841;4036;3;allgemeine Hochschulreife
2344;4036;3;allgemeine Hochschulreife
2399;4036;2;allgemeine Hochschulreife
810;4036;3;allgemeine Hochschulreife
2511;4036;3;Fachhochschulreife
2348;4035;3;allgemeine Hochschulreife
1186;4035;2;allgemeine Hochschulreife
511;4035;3;allgemeine Hochschulreife
857;4035;3;allgemeine Hochschulreife
1657;4037;3;allgemeine Hochschulreife
265;4031;3;Studiengenehmigung (ohne Hochschulreife)
1336;4031;2;allgemeine Hochschulreife
894;4031;2;allgemeine Hochschulreife
1475;4031;;Studiengenehmigung (ohne Hochschulreife)
1691;4014;3;allgemeine Hochschulreife
363;4013;2;allgemeine Hochschulreife
2192;4012;3;allgemeine Hochschulreife
1666;4035;2;allgemeine Hochschulreife
2329;4035;2;allgemeine Hochschulreife
1414;4012;2;allgemeine Hochschulreife
932;4012;3;allgemeine Hochschulreife
40;4012;3;allgemeine Hochschulreife
1727;4012;2;allgemeine Hochschulreife
1199;4012;3;allgemeine Hochschulreife
2474;4012;3;allgemeine Hochschulreife
1377;4012;2;allgemeine Hochschulreife
271;4012;3;allgemeine Hochschulreife
949;4012;3;allgemeine Hochschulreife
1430;4014;4;allgemeine Hochschulreife
109;4014;2;allgemeine Hochschulreife
1371;4015;4;allgemeine Hochschulreife
377;4015;;allgemeine Hochschulreife
517;4015;2;allgemeine Hochschulreife
187;4015;3;allgemeine Hochschulreife
635;4015;4;allgemeine Hochschulreife
1083;4015;3;allgemeine Hochschulreife
2365;4015;3;allgemeine Hochschulreife
1756;4015;3;allgemeine Hochschulreife
1610;4015;2;allgemeine Hochschulreife
94;4015;2;allgemeine Hochschulreife
2683;4015;2;allgemeine Hochschulreife
2480;4015;2;allgemeine Hochschulreife
2427;4015;2;allgemeine Hochschulreife
1888;4015;2;allgemeine Hochschulreife
138;4015;3;allgemeine Hochschulreife
1997;4015;3;allgemeine Hochschulreife
782;4015;4;allgemeine Hochschulreife
634;4015;2;allgemeine Hochschulreife
1526;4015;;allgemeine Hochschulreife
